28.07844645,13.93902384,87.63394368,20.07776896,63.00267334,70.01818848,59.55514323,8.806294759,94.82406413,1.504305903,473.9959635,165.4330892,163.8065267,161.3957357,140.4681152,129.3947591,173.2464844,29.12998047,7.027962748,124.702002,122.9263428,51.71554362,90.46721191,129.585376,8.805557251,250.4028483
27.95656738,12.75236308,87.05083008,19.95878499,63.00894368,70.00719401,59.09054769,8.839171346,94.38459473,1.501063283,470.0983724,165.3347819,163.7099447,161.3148275,139.5119954,129.2079102,173.1929525,28.87998047,6.985640462,124.6873617,122.8909424,51.91125895,90.36141764,129.6028809,8.847129313,440.0825195
25.43135376,23.03532104,88.32880859,21.98374023,74.99575195,73.97559408,62.88990072,9.716848755,105.4765462,2.005135854,498.9109701,168.0474284,166.4985189,164.132487,147.3072754,132.6034261,177.2620931,28.73436076,6.545509338,127.947347,126.6164144,62.08021647,87.24383952,127.7844727,9.722391764,292.6643555
28.50339966,36.7104126,87.59461263,20.55528361,75.01105957,67.13011882,59.09110921,5.789904277,105.495874,1.993678665,468.9232747,168.2841471,166.6553385,164.4355632,151.2536621,133.2688883,133.5824382,24.2890096,4.409639994,128.0181478,126.6571045,81.87616374,83.46465658,126.7677002,5.788734945,100.8682536
23.0341301,46.58040237,79.3898468,18.67401505,80.31420898,69.49034119,56.35548401,8.229084015,101.0162659,4.64599371,447.4716797,167.4726563,166.3552246,164.1142731,141.1674652,131.9655457,134.7133026,18.01977158,3.787468672,129.219696,128.1210938,85.44661713,95.52931213,125.7617188,8.229084015,435.7738037
20.97956543,41.52231445,73.32073568,21.49192708,79.98517253,63.50030924,52.34122721,5.305526733,99.73092448,5.998545837,415.1191732,167.4013021,166.1150553,163.2527995,146.0010742,132.201237,134.1546875,15.29936829,0.32556572,128.9629395,128.0043132,168.9255046,92.76368815,116.2904053,5.305526733,288.5031576
28.0743103,28.49075724,106.416569,27.38095093,79.97826335,91.69219564,78.34391276,11.9748881,117.8650309,2.001071803,619.263737,171.8395508,170.1364421,163.8842773,136.8441243,133.588444,136.616276,29.96680094,3.881323497,130.1254232,128.4754883,175.8491211,97.9885498,125.9642415,11.97458293,403.9607747
28.00493774,36.33813477,104.7172689,27.99428304,75.00266113,97.98319499,76.71097005,20.05746257,124.3207113,3.246618398,608.4348307,172.0564128,170.1766439,163.9208171,138.0463216,133.5712484,180.4874512,29.99359131,10.2744161,129.0076986,127.1453695,54.6825765,89.40889486,128.9065755,20.05558268,334.8231445
28.02740479,31.84306437,102.2769613,28.81877848,78.17520345,90.95769857,74.24939779,12.27988078,126.3664632,1.989484914,588.7242839,172.2589355,169.9012533,160.3129069,137.6569499,133.6074707,179.1174316,29.99359131,9.647949219,127.8053467,125.928776,53.38460286,87.78703613,121.7120361,12.28845011,430.0337891
26.50299683,27.67077637,93.815389,21.29001668,62.99904378,76.95508626,67.3145752,8.466619364,99.59969889,1.503830338,535.6721354,166.5227376,164.7674316,160.7720866,136.7361491,129.3889567,173.6760579,29.99359131,7.822634888,125.251709,123.2599935,54.55318604,92.02355957,128.4324382,8.446862793,338.6796549
